"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X3090","où","0","0","0","0","0","0","0","0","0","0","0","0.002044525215811","0","0","0","0","0","0","0","0"
"X3091","ought","0","0","5.31801744309721e-05","3.22092311656521e-05","0","6.33713561470215e-05","0","0","0.000159058374423413","0","0","0","0","0","0","0","1.35495847052288e-05","0","9.54077089428826e-05","0.000131905819245059"
"X3092","oughta","3.10212185134632e-05","0.000443901897680613","0","3.22092311656521e-05","0","0","9.369875849145e-05","0","0","0","0","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X3093","oui","0","0","0","0","0","0","0","0","0","0","0","0.000605785249129184","0","0","0","0","0","0","0","2.19843032075098e-05"
"X3094","our","0.00161310336270009","0.000110975474420153","0.000850882790895554","0.00231906464392695","0.00120914110676716","0.000443599493029151","0.00121808386038885","0","0.00100736970468162","0.000122249388753056","0.00567453779974373","7.5723156141148e-05","0.00151005894101028","0.000826924667162821","0.000792055078291598","0.00160520085075645","0.000677479235261439","0.00154965638054171","0.00152652334308612","0.00123112097962055"
"X3095","ourselv","0","0","0","6.44184623313041e-05","0.000322437628471243","0","0","0","0","0","0.000156899662665725","0","4.8711578742267e-05","0","0","0","4.06487541156864e-05","0.000134752728742757","0.000159012848238138","0"
"X3096","out","0.00313314306985978","0.00122073021862168","0.00335035098915124","0.00257673849325217","0.00411107976300834","0.00278833967046895","0.00463808854532677","0","0.00397645936058533","0.000122249388753056","0.00245809471509636","0","0.00287398314579376","0.00582981890349789","0.00231523792116006","0.00168546089329427","0.00397002831863203","0.00235817275299825","0.00432514947207734","0.00347351990678655"
"X3097","outer","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","0","0","3.18025696476275e-05","2.19843032075098e-05"
"X3098","outra","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X3099","outro","0","0","0","0","0","0","0","7.34160487482564e-05","0","0.000122249388753056","0","0","4.8711578742267e-05","4.13462333581411e-05","3.04636568573692e-05","0","5.41983388209151e-05","0","0","0"
"X3100","outsid","9.30636555403896e-05","0.000776828320941072","5.31801744309721e-05","0.000128836924662608","0.000120914110676716","0.000316856780735108","0.000234246896228625","0","5.30194581411378e-05","0","0.000104599775110484","7.5723156141148e-05","4.8711578742267e-05","4.13462333581411e-05","0.000121854627429477","8.02600425378225e-05","6.77479235261439e-05","0.000269505457485514","0.000286223126828648","0.000285795941697628"
"X3101","outta","3.10212185134632e-05","0","0.000106360348861944","3.22092311656521e-05","4.03047035589053e-05","6.33713561470215e-05","9.369875849145e-05","0","0.000106038916282276","0","7.84498313328626e-05","0","0.000925519996103074","0.000206731166790705","0","0","0.000257442109399347","6.73763643713785e-05","0","4.39686064150197e-05"
"X3102","over","0.0015200397071597","0.000776828320941072","0.00170176558179111","0.000322092311656521","0.000362742332030148","0.00101394169835234","0.00178027641133755","0","0.00111340862096389","0","0.00115059752621532","0","0.00355594524818549","0.00157115686760936","0.000487418509717907","0.000742405393474859","0.0010839667764183","0.000202129093114136","0.000826866810838316","0.00149493261811067"
"X3103","overcom","3.10212185134632e-05","0","0","0","0","0","0.000421644413211525","0","0.000106038916282276","0.000122249388753056","2.61499437776209e-05","0","0","0","0","4.01300212689113e-05","6.77479235261439e-05","0","0","8.79372128300394e-05"
"X3104","overflow","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3105","overwhelm","0","0","0","0","4.03047035589053e-05","0","4.6849379245725e-05","0","0","0","0","0","0","0","0","2.00650106344556e-05","1.35495847052288e-05","6.73763643713785e-05","0","0"
"X3106","ow","0","0.000221950948840306","0.000159540523292916","0","0","0.000443599493029151","0","0","0","0","0","0","0","0","3.04636568573692e-05","0","5.41983388209151e-05","0","0","0"
"X3107","owe","0","0","0","0","4.03047035589053e-05","0","0","0","0","0","5.22998875552418e-05","0","0","8.26924667162821e-05","0","0","2.70991694104576e-05","0","3.18025696476275e-05","0"
"X3108","own","0.00189229432932126","0.000332926423260459","0.000425441395447777","0.000386510773987825","0.000725484664060296","6.33713561470215e-05","0.0007495900679316","0","0.000318116748846827","0","0.000836798200883868","0","0.000389692629938136","0.00078557843380468","0.00036556388228843","0.00032104017015129","0.000325190032925491","0.000269505457485514","0.00117669507696222","0.000505638973772726"
"X3109","oye","0","0","0","9.66276934969562e-05","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X3110","p","0","0.000110975474420153","0","0","4.03047035589053e-05","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","2.00650106344556e-05","0.000216793355283661","0","6.36051392952551e-05","0"
"X3111","pa","3.10212185134632e-05","0","0","0","0","0","0","0.00139490492621687","5.30194581411378e-05","0","0","0","0","0","0","0","5.41983388209151e-05","0","0","0"
"X3112","på","0","0","0","0","0","0","0","0","0","0.00122249388753056","0","0","0","0","0","0","0","0","0","0"
"X3113","pace","3.10212185134632e-05","0.000221950948840306","5.31801744309721e-05","0","0","0","0","0","0","0","7.84498313328626e-05","0","0","4.13462333581411e-05","6.09273137147383e-05","0","0.000135495847052288","0","3.18025696476275e-05","2.19843032075098e-05"
"X3114","pack","0","0.000221950948840306","0.000106360348861944","0.00016104615582826","8.06094071178107e-05","6.33713561470215e-05","4.6849379245725e-05","0","0","0.000122249388753056","2.61499437776209e-05","0","0.000146134736226801","0","6.09273137147383e-05","4.01300212689113e-05","0.000257442109399347","0.000539010914971028","0","8.79372128300394e-05"
"X3115","padr","0","0.000110975474420153","0","0","0","0","0","0.000293664194993025","0","0","0","0","0","0","0","0","0","0","0","0"
"X3116","page","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0","0.000140548137737175","0","0.000106038916282276","0","5.22998875552418e-05","0.000530062092988036","0","0","0","2.00650106344556e-05","5.41983388209151e-05","0","0.00025442055718102","0.000109921516037549"
"X3117","paid","9.30636555403896e-05","0","5.31801744309721e-05","6.44184623313041e-05","8.06094071178107e-05","0","0","0","5.30194581411378e-05","0","2.61499437776209e-05","0","4.8711578742267e-05","0.000206731166790705","3.04636568573692e-05","0","0.000216793355283661","0","3.18025696476275e-05","2.19843032075098e-05"
"X3118","pain","0.000465318277701948","0.000665852846520919","0.000319081046585833","0.000354301542822173","0.000403047035589053","0.000506970849176172","0.000421644413211525","0","0.000159058374423413","0.000244498777506112","0.0011244475824377","0.000530062092988036","0.000584538944907204","0.000124038700074423","0.000213245598001584","0.000762470404109314","0.000298090863515033","0.000606387279342407","0.000795064241190688","0.000703497702640315"
"X3119","paint","6.20424370269264e-05","0","0.000106360348861944","6.44184623313041e-05","0","0.000506970849176172","9.369875849145e-05","0","0.000106038916282276","0","0.000183049606443346","0","4.8711578742267e-05","4.13462333581411e-05","0","6.01950319033669e-05","0.000121946262347059","0.000202129093114136","3.18025696476275e-05","4.39686064150197e-05"
"X3120","pair","3.10212185134632e-05","0.000110975474420153","5.31801744309721e-05","0","0","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0","7.5723156141148e-05","4.8711578742267e-05","4.13462333581411e-05","0","2.00650106344556e-05","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X3121","pal","0","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0","7.34160487482564e-05","0","0","0","0","0","8.26924667162821e-05","0","0","1.35495847052288e-05","0","0","0"
"X3122","palabra","0","0","0","0","0","0","0","0.00121136480434623","0","0","0","0","0","0","0","0","0","0","0","0"
"X3123","palac","0","0","0","6.44184623313041e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X3124","pale","0","0","0","9.66276934969562e-05","0","0","0","0","0","0","0.000235349493998588","0","0","0","0","2.00650106344556e-05","1.35495847052288e-05","0","6.36051392952551e-05","0"
"X3125","palm","0","0","0.000106360348861944","3.22092311656521e-05","0","0","0","0","0.000106038916282276","0","5.22998875552418e-05","0","0","0","0.000121854627429477","2.00650106344556e-05","5.41983388209151e-05","0","0","0"
"X3126","pan","0","0","5.31801744309721e-05","0","0","0","0","0.000110124073122385","0","0","0","0","0","4.13462333581411e-05","0","0","0","0","6.36051392952551e-05","0"
"X3127","pane","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","4.13462333581411e-05","0","4.01300212689113e-05","0","0","0","0"
"X3128","panic","0","0","0","0","8.06094071178107e-05","0","0","0","0.000424155665129102","0","0","0","4.8711578742267e-05","0","0","0","0","0","0","0"
"X3129","pant","9.30636555403896e-05","0","0","3.22092311656521e-05","0.000120914110676716","6.33713561470215e-05","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0.000340981051195869","4.13462333581411e-05","0","2.00650106344556e-05","0.000135495847052288","6.73763643713785e-05","6.36051392952551e-05","2.19843032075098e-05"
"X3130","papa","0","0","0.000106360348861944","0","0","6.33713561470215e-05","0","0.000256956170618897","0.000265097290705689","0.000122249388753056","0","7.5723156141148e-05","9.74231574845341e-05","0","6.09273137147383e-05","0","1.35495847052288e-05","0","3.18025696476275e-05","0"
"X3131","papel","0","0","0","0","0","0","0","0.000367080243741282","0","0","0","0","0","0","0","0","0","0","0","0"
"X3132","paper","0","0.000776828320941072","0","6.44184623313041e-05","0","0","9.369875849145e-05","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0.000146134736226801","8.26924667162821e-05","3.04636568573692e-05","0.000140455074441189","0.00033873961763072","0.000202129093114136","3.18025696476275e-05","8.79372128300394e-05"
"X3133","par","0","0","0.000212720697723889","0","0","0","0","7.34160487482564e-05","5.30194581411378e-05","0","0","0.00265031046494018","0","0","0","0","2.70991694104576e-05","0","0","0"
"X3134","para","0","0","0","0","0","0","0","0.007158064752955","0","0","0","0","0","0","0","0","0","0","0","0"
"X3135","parad","9.30636555403896e-05","0","0","0","0","0","0","0","0.00095435024654048","0","5.22998875552418e-05","7.5723156141148e-05","0","0.000165384933432564","0","0","0","6.73763643713785e-05","9.54077089428826e-05","4.39686064150197e-05"
"X3136","paradis","0","0","0.000159540523292916","6.44184623313041e-05","0.000161218814235621","0","0","0","0.000318116748846827","0","0.000130749718888104","0","0","8.26924667162821e-05","6.09273137147383e-05","0.000160520085075645","1.35495847052288e-05","6.73763643713785e-05","3.18025696476275e-05","6.59529096225295e-05"
"X3137","paralyz","0","0","0","0","0","0","0","0","5.30194581411378e-05","0","0","0","0","0","0","0","0","0","3.18025696476275e-05","0"
"X3138","paranoia","3.10212185134632e-05","0","0","6.44184623313041e-05","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","0","0","0","0"
"X3139","parar","0","0","0","0","0","0","0","0.000734160487482564","0","0","0","0","0","0","0","0","0","0","0","0"
"X3140","parasit","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","0","0","4.8711578742267e-05","0","0","0","0","0","0","0"
"X3141","parc","0","0","0","0","0","0","0","0","0","0","0","0.000454338936846888","0","0","0","0","0","0","0","0"
"X3142","pardon","0","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0","0","0","0","5.22998875552418e-05","7.5723156141148e-05","0","0","3.04636568573692e-05","0","4.06487541156864e-05","0","3.18025696476275e-05","0"
"X3143","pare","0","0","0","0","0","0","0","0.000293664194993025","0","0","0","0","0","0","0","0","0","0","0","0"
"X3144","parec","0","0","0","0","0","0","0","0.000624036414360179","0","0","0","0","0","0","0","0","0","0","0","0"
"X3145","parent","0","0","0.000106360348861944","9.66276934969562e-05","0","0","0","0","0","0","5.22998875552418e-05","7.5723156141148e-05","0","4.13462333581411e-05","0","4.01300212689113e-05","2.70991694104576e-05","0","0","2.19843032075098e-05"
"X3146","pari","0","0.000443901897680613","5.31801744309721e-05","0","0","0","0","0","0","0","2.61499437776209e-05","7.5723156141148e-05","0","0","0","0","0","6.73763643713785e-05","0","0"
"X3147","park","6.20424370269264e-05","0","0.000212720697723889","9.66276934969562e-05","4.03047035589053e-05","0.000190114068441065","4.6849379245725e-05","0","5.30194581411378e-05","0","0","7.5723156141148e-05","0.000146134736226801","0.000165384933432564","0","0","0.000135495847052288","0","0","4.39686064150197e-05"
"X3148","parl","0","0","0","0","0","0","0","0","0","0","0","0.000151446312282296","0","0","0","0","0","0","0","0"
"X3149","parol","0","0","0","0","0","0","0","0","0","0","0","0.000302892624564592","0","0","0","0","0","0","0","0"
"X3150","part","0.000186127311080779","0.000665852846520919","0.000106360348861944","0.000708603085644346","0.00124944581032606","0.000126742712294043","0.000234246896228625","0.000513912341237795","0","0.000244498777506112","0.000209199550220967","0.00136301681054066","9.74231574845341e-05","8.26924667162821e-05","9.13909705721075e-05","0.000381235202054657","0.000203243770578432","6.73763643713785e-05","0.000190815417885765","0.000307780244905138"
"X3151","parti","0.000124084874053853","0","0.00196766645394597","0.00212580925693304","0.000322437628471243","0.000253485424588086","0.000140548137737175","3.67080243741282e-05","0.000212077832564551","0.000122249388753056","0","0.000605785249129184","0.000389692629938136","0.000289423633506988","0.000548345823432645","0","0.000406487541156864","0.000673763643713785","0.000190815417885765","0.000747466309055335"
"X3152","partir","0","0","0","0","0","0","0","7.34160487482564e-05","0","0","0","0.000302892624564592","0","0","0","0","0","0","0","0"
"X3153","partner","0","0","0.000106360348861944","0","0","6.33713561470215e-05","0","0","0","0","0","0","0","4.13462333581411e-05","3.04636568573692e-05","0","1.35495847052288e-05","0","0","0"
"X3154","pas","0","0","0","0","0","0","0","0","0","0","0","0.018400726942299","0","0","0","0","1.35495847052288e-05","0","0","0"
"X3155","pasa","0","0","0","0","0","0","0","0.000697452463108435","0","0","0","0","0","0","0","0","0","0","0","0"
"X3156","pasado","0","0","0","0","0","0","0","0.000293664194993025","0","0","0","0","0","0","0","0","0","0","0","0"
"X3157","pasar","0","0","0","0","0","0","0","0.000550620365611923","0","0","0","0","0","0","0","0","0","0","0","0"
"X3158","pasion","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
